"","cyberDate","cyberTitle","cyberPrice","cyberCity","cyberDescriptive"
"509",2020-01-04,"Placa eletronica iPhone 4 32GB desbloqueada","55","Caniço, Assomada","Placa eletronica / motherboard para iPhone 4 32GB...."
"510",2020-01-04,"Placa eletronica moche smart A16   zte kis 3","15","Caniço, Assomada","Placa eletronica para telemovel Moche Smart A16 / ..."
"511",2020-01-04,"Placa eletronica iphone 5 16GB tmn meo","65","Caniço, Assomada","Placa eletronica / motherboard iPhone 5 16GB MEO /..."
"512",2020-01-04,"Placa eletronica iPhone 4S 8GB TMN  MEO","50","Caniço, Assomada","Placa eletronica iPhone 4S 8GB MEO / TMN. Placa co..."
"513",2020-01-04,"Iphone 4 Placa eletronica iPhone 4 8GB desbloqueada","45","Caniço, Assomada","Placa eletronica motherboard iPhone 4 8GB desbloqu..."
"514",2020-01-04,"Iphone 5C Placa eletronica iPhone 5C 8GB Optimus","55","Caniço, Assomada","Placa eletronica motherboard iPhone 5C 8GB Optimus..."
"515",2020-01-04,"Placa eletronica iPhone 4 8GB TMN MEO","40","Caniço, Assomada","Placa eletronica motherboard iPhone 4 8GB TMN/MEO...."
"516",2020-01-04,"Placa electrónica telemóvel Nokia N70","30","Caniço, Assomada","Placa eletronica para telemóvel Nokia N70. 
 Qual..."
"517",2020-01-04,"Iphone 4 Placa eletronica iPhone 4 8GB Vodafone","40","Caniço, Assomada","Placa eletronica motherboard iPhone 4 8GB Vodafone..."
"518",2020-01-04,"Placa eletronica Meo Smart A25","20","Caniço, Assomada","Placa eletronica para smartphone Meo Smart A25. 
 ..."
"519",2020-01-04,"Telemóvel Android Altice","50","Imaculado Coração de Maria, Caminho do Comboio","Boas.
Vendo telemóvel Android, da marca Altice.
M..."
"520",2020-01-04,"Cabos alimentação, som, vídeo e internet.","9","Santa Cruz, Santa Cruz","Cabos alimentação, som, vídeo e internet.

-1 c..."
"521",2020-01-03,"Cabo usb original samsung PCB157ULE  para SGH-Z105 , SGH-Z107 etc","12","Caniço, Assomada","Cabo USB PCB157ULE original telemovel Samsung, est..."
"522",2020-01-03,"Iphone SE 32GB Impecável","170","Funchal, Centro","Em muito bom estado, sempre usado com capas. Aceit..."
"523",2020-01-03,"Cabo micro usb preto","5","Caniço, Assomada","Cabo micro usb com 1 metro. Cabo compatível para ..."
"524",2020-01-03,"Cabo mini usb","5","Caniço, Assomada","Cabo mini usb compatível com vários equipamentos..."
"525",2020-01-03,"Bateria telemóvel sciphone   gb T18287-2000  2800mAh","10","Caniço, Assomada","Bateria para smartphone compatível com várias ma..."
"526",2020-01-03,"Bateria para telemovel sciphone 3800mAh","10","Caniço, Assomada","Bateria nova para smartphone Sciphone. Disponívei..."
"527",2020-01-03,"Cabo usb para telemovel sciphone","10","Caniço, Assomada","Cabo USB para smartphone Sciphone.  Disponho de ca..."
"528",2020-01-03,"Cabo audio e video para iphone 4 e 4S","8","Caniço, Assomada","Cabo Audio / Video compativel com iPhone 4 e 4 S ...."
"529",2020-01-03,"Cabo adaptador carregador  nokia CA-44","5","Caniço, Assomada","Cabo adaptador carregador Nokia CA-44, com este ca..."
"530",2020-01-03,"Cabo usb original motorola AAKN4011A","8","Caniço, Assomada","Cabo USB original AAK4011A para telemoveis Motorol..."
"531",2020-01-03,"Cabo eliminador bateria baofeng UV-5R","8","Caniço, Assomada","Cabo de esqueiro 12V para eliminar a bateria de ra..."
"532",2020-01-03,"Película vidro telemóvel Huawei P8 Lite 2017","4","Caniço, Assomada","Película de vidro temperado para smartphone Huawe..."
"533",2020-01-03,"Samsung Galaxy MINI","40","Funchal, Centro","Samsung Galaxy MINI 

Telemovel novo e a funcionar..."
"534",2020-01-03,"Módulo Display + touch telemovel  Altice Starxtrem 6","45","Caniço, Assomada","Módulo de lcd / Display + touch screen para smart..."
"535",2020-01-03,"Módulo Display + touch Huawei P8 Lite 2017 PRA-LA1 , PRA-LX1 , PRA-LX3","38","Caniço, Assomada","Módulo de Display + touch / ecran para Smartphone..."
"536",2020-01-02,"Samsung J3","70","Caniço, Mãe de Deus","Samsung Galaxy J3 dourado, ano 2017.

Em perfeitas..."
"537",2020-01-01,"Iphone 5S Iphone 5S 32GB","110","Santo António, Santa Quitéria","Vendo Iphone 5S em bom estado,com caixa,auriculare..."
"538",2020-01-01,"Bateria Huawei HB366481ECW","20","Caniço, Assomada","Bateria HB366481ECW para smartphones Huawei compat..."
"539",2019-12-31,"Ecran lcd Samsung Galaxy J7 SM-J730","40","Caniço, Assomada","Módulo de ecran lcd + touch para smartphone Samsu..."
"540",2019-12-31,"Bateria Sony ericsson BA700","15","Caniço, Assomada","Bateria Sony Ericsson BA700 para Telemovel compat�..."
"541",2019-12-31,"Sony Xperia M2 D2303 - Vendo peças","15","Caniço, Assomada","Vendo peças de Sony Xperia M2 D2303.
 Se procura ..."
"542",2019-12-31,"Sony Xperia M2 D2303 - peças","15","Caniço, Assomada","Disponível peças para smartphone Sony Xperia M2 ..."
"543",2019-12-31,"Telemóvel Huawei Y530 - peças","15","Caniço, Assomada","Disponível para peças smartphone Huawei Y530. Se..."
"544",2019-12-31,"Película telemóvel Samsung Core Prime SM-G360","4","Caniço, Assomada","Película de vidro temperado para smartphone Samsu..."
"545",2019-12-31,"Lente câmera traseira samsung galaxy S5 SM-G900F","5","Caniço, Assomada","Lente de proteção da câmera traseira para o tel..."
"546",2019-12-31,"Iphone 5 iPhone 5 16GB desbloqueado","90","Caniço, Assomada","Vendo iPhone 5 16GB desbloqueado podendo utilizar ..."
"547",2019-12-31,"Capa de Alumínio R-Just para Nokia 7 Plus","15","Santa Maria Maior, Zona Velha","Capa de alumínio e acessórios R-Just nova.
96813..."
"548",2019-12-30,"Samsung Galaxy S6","110","Funchal, Centro","Vendo Samsung Galaxy S6 em bom estado.
Telefone se..."
"549",2019-12-30,"Galaxy s9+","300","Machico, Caniçal","Vendo galaxy s9+ a funcionar em perfeitas condiç�..."
"550",2019-12-28,"Iphone X Compro iPhone X","450","Funchal, Centro","Procuro para compra IPhone X até 450€ , em boas..."
"551",2019-12-28,"IPHONE 7 plus","450","Caniço, Garajau","IPHONE 7 PLUS RECENTEMENTE COMPRADO COM 128 gb DE ..."
"552",2019-12-28,"Sony  xperia Z2 ","140","Santa Cruz, Garajau","vendo sony xperia z 2 tem um defeito nao da o som ..."
"553",2019-12-28,"Pelicula LG G3","3","Santa Maria Maior, Louros","Pelicula de vidro para LG G3"
"554",2019-12-28,"Cartão 4GB multimediacard","3","Santa Maria Maior, Louros","Cartao MMC 967569435."
"555",2019-12-28,"Phones nokia ","3","Santa Maria Maior, Louros","Tenho 2 tipos phones para nokia. 967569435."
"556",2019-12-28,"Auricular com PTT e microfone para iPhone","10","Caniço, Assomada","Auricular com PTT e microfone de lapela para iPhon..."
"557",2019-12-28,"Auricular com PTT rádio Yaesu VX120 VX127 VX170 VX177 VX-6R VX-7R","10","Caniço, Assomada","Auricular com microfone e  PTT para rádio Yaesu c..."
"558",2019-12-27,"Cabo usb programação Baofeng Kenwood etc","10","Caniço, Assomada","Cabo USB para programação de rádios de comunica..."
"559",2019-12-27,"Cabo programação radio baofeng UV-3R , UV-3R plus , etc","10","Caniço, Assomada","Cabo USB para programação de radio Baofeng UV-3R..."
"560",2019-12-27,"Cabo Samsung","1","Santa Maria Maior, Louros","Vendo Cabo Samsung em bom estado. Ponta grossa. 96..."
"561",2019-12-27,"Caneta Samsung note 4","6","Caniço, Figueirinhas","Para Samsung Galaxy Note 4. Caneta Touch Screen Ca..."
"562",2019-12-27,"Tampa traseira Samsung Galaxy Note 4.","10","Caniço, Figueirinhas","Tampa original."
"563",2019-12-26,"J3 2017","150","São Martinho, Nazaré","Telemóvel a funcionar na perfeição. 
Contem pel..."
"564",2019-12-26,"Samsung Galaxy S7 32Gb com LCD quebrado PREÇO NEGOCIÁVEL!","50","Santo António, Pico dos Barcelos","Samsung Galaxy S7 32Gb com LCD quebrado mas em boa..."
"565",2019-12-24,"Xiaomi Mi Mix 2s 6GB/64GB Dual Sim Preto","229","Santa Luzia, Centro","Xiaomi Mi Mix 2s 6GB/64GB Dual Sim Preto
Como novo..."
"566",2019-12-23,"Samsung galaxy a5 2017","180","São Martinho, Nazaré","Boas vendo ou troco samsung galaxy a5 2017 como no..."
"567",2019-12-23,"2 Iphone 7","220","Câmara de Lobos, Centro","O primeiro tem a placa madboard sem reparação o ..."
"568",2019-12-22,"Gaveta leitor cartão SIM smartphone Huawei Y6 2018","5","Caniço, Assomada","Gaveta do leitor do cartão SIM é cartão de mem�..."
"569",2019-12-22,"IPhone 7 128 gb","270","São Martinho, Ajuda","Vendo iPhone 7 de 128 gb em ótimo estado e com po..."
"570",2019-12-21,"HTC touch Diamond","85","Funchal, Centro","HTC touch Diamond

Telemóvel novo em caixa e co..."
"571",2019-12-21,"TMN Smart A15","45","Funchal, Centro","TMN Smart A15 

Telemóvel novo e com todos os a..."
"572",2019-12-20,"Bateria Alcatel CAB31L0000C2","10","Caniço, Assomada","Bateria Alcatel CAB31L0000C2 compatível com vári..."
"573",2019-12-20,"Leitor Cartões de memória cartão SIM cartão de cidadão","15","Caniço, Assomada","Leitor / programador SCR80 , este dispositivo perm..."
"574",2019-12-20,"Vendo IPhone 7 Plus","300","São Gonçalo, Transval","Vendo iPhone 7 Plus, preto, de 32 gigas.
Sempre e..."
"575",2019-12-20,"Display para Samsung J7 Prime","20","Câmara de Lobos, Pico da Torre","Artigo Novo
ecrã amoled"
"576",2019-12-20,"Xiaomi Redmi Note 8","190","Santa Maria Maior, Rochinha","Smartphone XIAOMI Redmi Note 8 6.3\\\\\\\'\\\\\\\'..."
"577",2019-12-18,"LG G3 32GB","100","Funchal, Centro","Vendo LG G3 de 32GB desbloqueado a todas as redes ..."
"578",2019-12-17,"Samsung Galaxy S10+","600","Funchal, Centro","Vendo Samsung Galaxy S10+  em bom estado 
Mostro ..."
"579",2019-12-17,"1+ One plus","250","Funchal, Centro","Vendo telefone como novo One plus top de gama . T�..."
"580",2019-12-16,"Samsung GT-C3300K","35","Funchal, Centro","Samsung GT-C3300K

Telemóvel sem marcas de uso ..."
"581",2019-12-16,"NOKIA ExpressMusic 5530","55","Funchal, Centro","Telemóvel NOVO em caixa e com as películas todas"
"582",2019-12-16,"MOTOROLA motokrzr K3","40","Funchal, Centro","Telemóvel em estado novo com algumas marcas de us..."
"583",2019-12-15,"Samsung Galaxy S9+ como novo com 6 meses de garantia PREÇO NEGOCIÁVEL!","650","Santo António, Pico dos Barcelos","Samsung Galaxy S9+ 64Gb como novo com 6 meses de g..."
"584",2019-12-15,"iPhone 7 32Gb como novo (sempre usado com capa e película) PREÇO NEGOCIÁVEL!","350","Santo António, Pico dos Barcelos","iPhone 7 32Gb como novo (sempre usado com capa e p..."
"585",2019-12-15,"Película de vidro Samsung Galaxy s9+","10","Santo António, Pico dos Barcelos","Película de vidro Samsung Galaxy s9+"
"586",2019-12-15,"Pelicula de vidro para a câmera do Samsung Galaxy S9+","5","Santo António, Pico dos Barcelos","Pelicula de vidro para a câmera do Samsung Galaxy..."
"587",2019-12-15,"Vendo ótimo estado","620","Câmara de Lobos, Vargem","Vendo iPhone  x  64 gb em excelente estado .. Sem ..."
"588",2019-12-15,"earbuds samsung","100","São Martinho, Santa Quitéria","Earbuds samsung novos. 
Caixa e garantia. 
Conta..."
"589",2019-12-15,"Módulo ecra telemóvel Huawei P20 Lite","45","Caniço, Assomada","Módulo LCD + touchscreen smartphone Huawei P20 Li..."
"590",2019-12-15,"Película de proteção telemóvel Huawei P20 Lite","4","Caniço, Assomada","Película de proteção para smartphone Huawei P20..."
"591",2019-12-15,"Auscultador telemóvel Xiaomi Redmi 5A","4","Caniço, Assomada","Auscultador para smartphone Xiaomi Redmi 5A. 
 Di..."
"592",2019-12-14,"Vidro tátil touch screen telemóvel Xiaomi Redmi 5A","14","Caniço, Assomada","Vidro tátil / touchscreen para smartphone Xiaomi ..."
"593",2019-12-14,"Iphone 6 IPhone 6 - 16GB","130","São Martinho, Pico dos Barcelos","vendo IPhone 6 de 16GB, bom estado, com caixa e ac..."
"594",2019-12-14,"Motor de vibração iPhone 4SMotor de vibração para iPhone 4S","4","Caniço, Assomada","Motor de vibração para iPhone 4S. Artigo novo di..."
"595",2019-12-14,"Motor vibração telemovel meo smart A70","3","Caniço, Assomada","Motor de vibração para telemovel Meo Smart A70. ..."
"596",2019-12-13,"Película vidro temperado iphone 6","4","Caniço, Assomada","Película vidro temperado para iPhone 6. Disponív..."
"597",2019-12-13,"Película vidro iPhone 6 Plus","4","Caniço, Assomada","Película de vidro para iPhone 6 Plus. 
 Disponí..."
"598",2019-12-13,"Modem banda larga 3G + receptor TDT","30","Caniço, Assomada","Pen / modem banda larga + receptor de televisão d..."
"599",2019-12-12,"Radio de comunicações VHF e UHF Baofeng UV-5R","35","Caniço, Assomada","Radio VHF / UHF de comunicações marca Baofeng UV..."
"600",2019-12-12,"Cortador de cartões SIM para o formato nano SIM","7","Caniço, Assomada","Cortador de cartões telefónicos do formato SIM p..."
"601",2019-12-12,"Disparador bluetooth para selfies","4","Caniço, Assomada","Disparador Bluetooth para selfies. Com este dispos..."
"602",2019-12-12,"Leitor programador usb de cartão SIM","8","Caniço, Assomada","Leitor / programador USB Cartão SIM . Artigo novo..."
"603",2019-12-12,"Leitor USB de cartão SIM","8","Caniço, Assomada","Leitor USB de cartão SIM , com este leitor entre ..."
"604",2019-12-12,"Adaptador para cartão SIM  micro SIM ou nano SIM","3","Caniço, Assomada","Adaptador de cartão SIM para MICRO SIM ou NANO SI..."
"605",2019-12-12,"Cabo pigtail 15CM TS9 macho para rp-sma fêmea","6","Caniço, Assomada","Cabo Pigtail com 15cm TS9 macho RP-SMA fêmea. Dis..."
"606",2019-12-12,"Board com conector de carga Asus Zenfone 4 Max ZC520KL","17","Caniço, Assomada","Board original QL1526_KB_PCB_V1.0 com ficha micro ..."
"607",2019-12-12,"Ecrã iphone 5 e outros","15","Santa Maria Maior, Quinta Deão","Ecrã iphone 5 e outros"
"608",2019-12-11,"Película de vidro temperado Samsung Galaxy J3 J320","4","Caniço, Assomada","Película de vidro temperado para Smartphone Samsu..."
"609",2019-12-11,"Cartão Gevey Ultra","8","Caniço, Assomada","Cartão Gevey Ultra para iPhone. 

CX0449"
"610",2019-12-11,"Vender iPhone 8plus 64g","280","Santo António, Centro","Funciona bem, tem um ano de uso. Desbloqueado, e v..."
"611",2019-12-10,"Smartphone Asus Zenfone 4 Max 5.5\""","60","Arco da Calheta, Amoreiras Acima","Smartphone com processador excelente o que o torna..."
"612",2019-12-09,"Display + touch iPhone 4SDisplay + touch + frame IPhone 4S","25","Caniço, Assomada","Módulo de Display + touch + frame para iPhone 4S ..."
"613",2019-12-09,"Display + touch iPhone 4Módulos de Display + touch iPhone 4","25","Caniço, Assomada","Módulo de LCD + touch para iPhone 4 em branco ou ..."
"614",2019-12-09,"Display + touch iPhone 5SMódulo de Display + touch iPhone 5S","35","Caniço, Assomada","Módulo de Display + touch para iPhone 5S . Dispon..."
"615",2019-12-09,"Display + touch iPhone 2Módulo Display + touch iphone 2G","60","Caniço, Assomada","Módulo Display + touch para iphone 2G. Modelo A12..."
"616",2019-12-09,"Iphone 5 Módulo Display + touch iPhone 5","35","Caniço, Assomada","Módulo Display + touch iphone 5 branco ou preto. ..."
"617",2019-12-09,"Iphone 6 Display + touch iPhone 6","40","Caniço, Assomada","Módulo de Display + touch iPhone 6. Disponíveis ..."
"618",2019-12-09,"Iphone 6S iPhone 6s Silver 64GB","250","Monte, Largo da Fonte","Vendo iPhone 6s Silver de 64GB. 
O telemóvel tem..."
"619",2019-12-08,"Capa nova Samsung Galaxy s10","5","Funchal, Centro","Capa transparente para Samsung Galaxy s10 com prot..."
"620",2019-12-06,"Cartão Gevey Ultra Supreme Pro2  Pro+ Pro original","10","Caniço, Assomada","Cartão Gevey All in one , Ultra Supreme Pro 2 , P..."
"621",2019-12-06,"Cartão Gevey Supreme","10","Caniço, Assomada","Cartão Gevey Supreme 

 CX0449"
"622",2019-12-06,"Cartão Gevey Ultra S","10","Caniço, Assomada","Cartão Gevey Ultra S .

CX0449"
"623",2019-12-06,"Cola B-7000 para fixação de ecran e touch screen","2","Caniço, Assomada","Cola B-7000 3ml para fixação de ecrã, touchscre..."
"624",2019-12-05,"Microfone eletreto para telemóveis medidas 4*1,2mm","4","Caniço, Assomada","Microfone eletreto para telemóveis , medidas do m..."
"625",2019-12-05,"Cola B-7000 para fixação de ecrã touch screen","2","Caniço, Assomada","Tubo de cola B-7000 de 10ml para fixação de ecra..."
"626",2019-12-03,"Vendo IPhone 7","260","Caniço, Assomada","Vendo IPhone 7, otimo estado, sem qualquer marca d..."
"627",2019-12-03,"Samsung A5","100","Funchal, Centro","Vendo Samsung A5 como novo! Excelente estado!  Dou..."
"628",2019-12-03,"Samsung A5 como novo","100","Funchal, Centro","Vendo Samsung A5 como novo! Excelente estado!  Dou..."
"629",2019-12-02,"Ficha RJ11  RJ-11 6P4C","1","Caniço, Assomada","Ficha RJ11  RJ-11  6 pinos 4 contactos. 

Valor ..."
"630",2019-12-02,"Kenwood TH-79A TH-79E Ring  J69-0333-05","10","Caniço, Assomada","Ring P/N J69-0333-05 para rádio de comunicações..."
"631",2019-12-02,"Kenwood TH-79A TH-79E CAP  B09-0342-03","22","Caniço, Assomada","CAP (borracha de proteção de auscultador / micro..."
"632",2019-12-02,"Kenwood TH-79A TH-79E Pin connector E40-5180-05","10","Caniço, Assomada","Pin Connector original para rádio de telecomunica..."
"633",2019-12-02,"Kenwood TH-22 TH-79 TH-D7 TH-K2 TH-K4 DC Jack  E03-0170-05","23","Caniço, Assomada","Original DC Jack P/N : E03-0170-05 para rádio de ..."
"634",2019-12-02,"Ficha lightning para IPhone iPad","5","Caniço, Assomada","Ficha para construir ou soldar a cabo USB para car..."
"635",2019-12-02,"Ficha adaptadora TS9-RP-SMA femea","4","Caniço, Assomada","Ficha adaptadora TS9-RP-SMA femea. Está ficha ser..."
"636",2019-12-02,"Cabo coaxial antena Vodafone Smart 4 Turbo - Vodafone 890N","5","Caniço, Assomada","Cabo coaxial de antena para smartphone Vodafone Sm..."
"637",2019-12-02,"Cabo coaxial de antena para telemóveis","4","Caniço, Assomada","Cabo coaxial de antena compatível com vários tel..."
"638",2019-12-02,"Cabo coaxial antena telemóvel Samsung Galaxy Note 3","5","Caniço, Assomada","Cabo coaxial de antena para smartphone Samsung Gal..."
"639",2019-12-02,"Cabo coaxial antena iPhone 5SCabo coaxial antena IPhone 5S","6","Caniço, Assomada","Cabo coaxial de antena para IPhone 5S. Disponívei..."
"640",2019-12-02,"Cabo coaxial antena IPS IPEX UFL MHF3  15cm","5","Caniço, Assomada","Cabo coaxial de antena IPS , IPEX UFL , MHF3  diâ..."
"641",2019-12-02,"Cabo coaxial antena telemóvel samsung galaxy S2 GT-I9100","4","Caniço, Assomada","Cabo coaxial de antena para smartphone Samsung Gal..."
"642",2019-12-02,"Cabo coaxial antena Telemovrl Sony xperia j , ST26I","6","Caniço, Assomada","Cabo coaxial de antena para smartphone Sony Xperia..."
"643",2019-12-02,"Cabo coaxial antena telemovel Lg G2 , D800 , D801 , D802 , D803 , D805 , LS980","5","Caniço, Assomada","Cabo coaxial antena para smartphone LG G2 compatí..."
"644",2019-12-02,"Cabo coaxial antena telemóvel Sony xperia z","4","Caniço, Assomada","Cabo coaxial de antena para smartphone Sony Xperia..."
"645",2019-12-02,"Cabo coaxial antena telemóvel samsung galaxy s GT-I9000","4","Caniço, Assomada","Cabo coaxial antena smartphone Samsung Galaxy S GT..."
"646",2019-12-02,"Cabo coaxial antena telemóvel Meo smart A7","5","Caniço, Assomada","Cabo coaxial antena para smartphone Meo Smart A7 ...."
"647",2019-12-02,"Cabo coaxial antena telemóvel Xiaomi 4 Mi4","4","Caniço, Assomada","Cabo coaxial de antena smartphone Xiaomi 4 Mi4 . D..."
"648",2019-12-02,"Cabo coaxial de antena Xiaomi Redmi Note 4X","5","Caniço, Assomada","Cabo coaxial de antena para smartphone Xiaomi Redm..."
"649",2019-12-02,"Iphone 5 Cabo coaxial antena IPhone 5","6","Caniço, Assomada","Cabo coaxial de antena para iPhone 5 . Disponívei..."
"650",2019-12-02,"Câmera traseira telemóvel nokia N95 8GB","5","Caniço, Assomada","Câmera traseira para telemovel Nokia N95 8 GB . D..."
"651",2019-12-02,"Câmera frontal e sensor proximidade Samsung Galaxy Express GT-i8730","10","Caniço, Assomada","Câmera frontal e sensor de proximidade para telem..."
"652",2019-12-02,"Câmera traseira Huawei Y625","6","Caniço, Assomada","Câmera traseira para telemóvel Huawei Y625  , re..."
"653",2019-12-02,"Câmera iPhone 3GS","5","Caniço, Assomada","Câmera para iPhone 3GS.
Disponíveis para outros..."
"654",2019-12-02,"Câmera frontal E traseira telemóvel samsung galaxy s GT-I9000","6","Caniço, Assomada","Câmera frontal e traseira para smartphone Samsung..."
"655",2019-12-02,"Câmera traseira telemovel Samsung galaxy S3 GT-I9300","6","Caniço, Assomada","Câmera traseira para smartphone Samsung Galaxy S3..."
"656",2019-12-02,"Vendo ASUS zenfone 3  520KL","90","Funchal, Centro","Vendo ASUS zenfone 3  520KL, usando mas sempre com..."
"657",2019-12-02,"Câmera TC0709A V2.0","4","Caniço, Assomada","Câmera TC0709A V2.0 para telemóvel.
Qualquer d�..."
"658",2019-12-02,"Suporte de telemóvel","4","Porto Santo, Cabeço","Vários modelos e cores de suportes de telemóvel,..."
"659",2019-12-02,"Bateria original Huawei HB4W1H","15","Caniço, Assomada","Bateria original Huawei HB4W1H para telemóvel Hua..."
"660",2019-12-01,"Caneta pen telemóvel samsung note 2  N7100 , N7105","5","Caniço, Assomada","Caneta / pen para smartphone Samsung Note 2 , GT-N..."
"661",2019-12-01,"Caneta pen telemóvel nokia xpress music 5250","3","Caniço, Assomada","Caneta / pen para telemovel Nokia Xpress Music 525..."
"662",2019-12-01,"Caneta pen telemóvel nokia xpress music 5800","3","Caniço, Assomada","Caneta / pen para telemovel Nokia Xpress Music 580..."
"663",2019-12-01,"Auricular novo original Samsung","6","Caniço, Assomada","Auriculares novos originais para telemóveis Samsu..."
"664",2019-12-01,"Auricular original Nokia WH-208   WH208","4","Caniço, Assomada","Auriculares originais Nokia WH-208 . 
 Qualquer d..."
"665",2019-12-01,"Auriculares para dispositivos Apple","10","Caniço, Assomada","Auriculares novos para dispositivos Apple . 
 Qua..."
"666",2019-12-01,"Auriculares telemóvel Huawei G7300","3","Caniço, Assomada","Auriculares para telemóvel Huawei G7300 e G7300E..."
"667",2019-12-01,"Adaptador micro Sd para mini Sd","3","Caniço, Assomada","Adaptador de mini SD para micro SD.
 Qualquer dú..."
"668",2019-12-01,"Adaptador microsd para formato SD","3","Caniço, Assomada","Adaptador de cartão Micro SD para o formato Stand..."
"669",2019-12-01,"huawei p20 lite como novo","170","São Pedro, Achada","Boas

Vendo p20 lite como novo tem apenas 1 ano ..."
"670",2019-12-01,"Cartão memória Sandisk M2 2GB","10","Caniço, Assomada","Cartão de memória Sandisk M2 2GB para dispositiv..."
"671",2019-12-01,"Cartão de memória Lacor RSMMC DV 256MB","12","Caniço, Assomada","Cartão de memória Lacor RSMMC DV 256MB . Dispon�..."
"672",2019-12-01,"Cartão de memória RSMMC DV 64MB","4","Caniço, Assomada","Cartão de memória RSMMC DV 64MB. Disponíveis co..."
"673",2019-12-01,"Cartão de memória SD 32MB","2","Caniço, Assomada","Cartão de memória SD 32MB original Nokia proveni..."
"674",2019-12-01,"Cartão de memória microsd 32GB class 10","12","Caniço, Assomada","Cartão de memória microSD 32GB class 10. Dispon�..."
"675",2019-12-01,"Cartão de memória Micro Sd de 2GB","7","Caniço, Assomada","Cartão de memória Micro Sd de 2GB . Disponíveis..."
"676",2019-12-01,"Cartão de memória microSd 1GB","6","Caniço, Assomada","Cartão de memória microsd de 1GB. Disponíveis c..."
"677",2019-12-01,"Cartão de memória Micro SD 128MB","4","Caniço, Assomada","Cartão de memória Micro Sd 128MB . Disponíveis ..."
"678",2019-12-01,"Cartão de memória Mini Sd 512MB Nokia","10","Caniço, Assomada","Cartão de Memória Mini Sd Nokia de 512MB. Dispon..."
"679",2019-12-01,"Cartão de memória Nokia Mini SD 64MB","4","Caniço, Assomada","Cartão de memória original Nokia Mini Sd de 64MB..."
"680",2019-12-01,"Película proteção samsung galaxy grand neo GT-i9060","3","Caniço, Assomada","Película de proteção para telemovel Samsung Gal..."
"681",2019-12-01,"Cartão SuperSIM","7","Caniço, Assomada","Cartão SuperSIM , com este cartão poderá utiliz..."
"682",2019-12-01,"Cartão SIM 4G virgem","12","Caniço, Assomada","Cartões SIM 4G virgens da marca Pisword , suporta..."
"683",2019-12-01,"Cartão R-SIM 12 para iPhone.","10","Caniço, Assomada","Cartão R-SIM12 para iPhone. 

Entrego em mãos ..."
"684",2019-12-01,"Switch power samsung galaxy S3 , GT-I9300 , GT-I9305","5","Caniço, Assomada","Switch / botao ligar para telemovel Samsung Galaxy..."
"685",2019-12-01,"Switch power , botao de ligar iPhone 4 e 4SSwitch power iPhone 4 / 4S","1","Caniço, Assomada","Switch power / botao de ligar para iPhone 4 e 4S. ..."
"686",2019-11-30,"Jogo de parafusos iPhone 4SJogo de parafusos iPhone 4S","5","Caniço, Assomada","Jogo de parafusos para iPhone 4S. Disponíveis par..."
"687",2019-11-30,"Iphone 4 Jogo de parafusos para iPhone 4","5","Caniço, Assomada","Jogo de parafusos para iPhone 4. Disponíveis para..."
"688",2019-11-30,"Parafusos da tampa traseira de iPhone 4 e 4S2 Parafusos tampa bateria iPhone 4 / 4S","1","Caniço, Assomada","Parafusos para fixação tampa da bateria de iPhon..."
"689",2019-11-30,"Jogo de parafusos telemóvel Huawei Y625","5","Caniço, Assomada","Jogo de parafusos para smartphone Huawei Y625. Dis..."
"690",2019-11-30,"Leitor de cartão de memória TF Micro SD","4","Caniço, Assomada","Leitor de cartão de memória TF Micro SD. Qualque..."
"691",2019-11-30,"Leitor do cartão SIM de telemóvel Nokia N9 N800 900 920 925 1020","5","Caniço, Assomada","Leitor de cartão SIM para telemóveis Nokia compa..."
"692",2019-11-30,"Leitor duplo de cartao sim huawei G7300 , Y300 , Y325","4","Caniço, Assomada","Leitor duplo de cartão SIM compatível com vário..."
"693",2019-11-30,"Leitor de cartão SIM KA-155","4","Caniço, Assomada","Leitor de cartão SIM KA-155 para telemóvel. Disp..."
"694",2019-11-30,"Leitor de cartão SIM telemóvel blackberry Q10 , Z10","5","Caniço, Assomada","Leitor de cartão SIM para smartphone Blackberry Q..."
"695",2019-11-30,"Leitor de cartão SIM de 6 pinos","3","Caniço, Assomada","Leitor de cartão SIM de 6 pinos. Disponíveis out..."
"696",2019-11-30,"Gaveta cartão SIM telemovel Nokia E7","4","Caniço, Assomada","Gaveta cartão SIM telemovel Nokia E7. Disponível..."
"697",2019-11-30,"Gaveta do leitor de cartão SIM Nokia Lumia 920","6","Caniço, Assomada","Gaveta do leitor de cartão SIM para o telemóvel ..."
"698",2019-11-30,"Leitor de cartão SIM iPhone SE","6","Caniço, Assomada","Leitor de cartão SIM para iPhone SE. 

CX0436"
"699",2019-11-30,"Gaveta leitor cartão SIM iPhone 3 e 3GSGaveta cartão SIM iPhone 3 / 3GS + clip","4","Caniço, Assomada","Gaveta + clip de leitor de cartão SIM para iPhone..."
"700",2019-11-30,"Iphone 5 Gaveta cartão SIM iPhone 5 e 5S","6","Caniço, Assomada","Gaveta leitor de cartão SIM para iPhone 5 e 5S em..."
"701",2019-11-30,"Gaveta leitor cartão SIM iPhone 4 e 4SGaveta cartão SIM iPhone 4 / 4S","5","Caniço, Assomada","Gaveta leitor cartão SIM para iPhone 4 e 4S. Disp..."
